date,product_id,category,sales,price,inventory_level,marketing_spend,competitor_price,website_traffic,seasonal_factor,market_sentiment,economic_indicator,is_holiday
2022-02-03,P0092,Toys,546,184.76275168545317,441,2447.443309206421,461.782099943752,67406,1.0,0.21306055101753552,101.64401746156311,0
2022-02-04,P0060,Home,705,228.2813469794736,260,188.20043583155342,502.0479009228972,95220,1.0,0.2710629901403637,103.91320171935226,0
2022-02-05,P0080,Toys,490,194.57387952281198,772,2165.0758037383125,906.5650030785085,40519,1.0,0.30424631148658465,130.51711319918627,0
2022-02-06,P0015,Toys,537,781.7886288310858,349,233.15757884513638,32.64027171915012,50649,1.0,0.5144796421310306,102.41600523585666,0
2022-02-07,P0062,Clothing,548,356.6240065750628,351,4834.592712463311,328.6714189835861,35524,1.0,0.7134573604340441,85.02240067196634,0
2022-02-08,P0062,Toys,285,67.2642497977624,519,724.524401172058,624.9747911681022,97493,1.0,0.9262081744006837,98.02580822482359,0
2022-02-09,P0047,Books,585,969.4116038394033,319,3567.672799020032,328.46531700378927,34885,1.0,0.08843758733550244,96.89474244357727,0
2022-02-10,P0062,Clothing,401,884.9480261137915,137,4866.60398217122,757.0933845234467,45369,1.0,0.9543693622282359,97.35206398245386,0
2022-02-11,P0051,Toys,533,928.4747603632609,549,4147.591353166203,582.3860352953429,96402,1.0,0.9213229670968134,109.53442426252965,0
2022-02-12,P0055,Electronics,603,994.9587444199709,622,3526.645338118398,439.1586237926201,31676,1.0,0.05399929218103894,111.3059139766403,0
2022-02-13,P0064,Books,441,182.1562967272924,991,4213.358456553758,1139.4566832296505,65093,1.0,0.3603211376915627,98.94364757302603,0
2022-02-14,P0003,Books,405,402.27959871363214,367,4910.813596977076,761.5341230302572,48764,1.0,0.8131433902993365,86.08125651481078,0
2022-02-15,P0051,Books,225,760.6560909470504,219,3144.588036542295,162.89011574338593,51799,1.0,0.6115765454794011,100.99095575183108,0
2022-02-16,P0007,Clothing,651,699.0604118732543,336,2840.0055534637,675.6293033525275,80414,1.0,0.7790939433817704,94.56611257904333,0
2022-02-17,P0021,Toys,416,162.3569472764565,222,3178.366741270079,938.632369015474,94095,1.0,0.7190333387898875,102.10404713971319,0
2022-02-18,P0073,Toys,680,817.6747937407116,647,2710.1118451316192,852.5197194114144,73307,1.0,0.49677011312716357,98.79038107810089,0
2022-02-19,P0039,Electronics,435,232.19616611829406,767,3211.936618957622,213.13036131994917,83062,1.0,0.04121804595169953,112.16357618401086,0
2022-02-20,P0018,Electronics,653,231.57943867439684,359,2304.2268190655404,1167.1246388558031,96432,1.0,0.584268202064501,102.74808046463897,0
2022-02-21,P0004,Books,352,541.6046786644795,920,1170.3715961282048,542.9858657299543,32923,1.0,0.04856665305929597,94.59808355778505,0
2022-02-22,P0089,Electronics,289,597.0105354932862,328,689.2114099072106,197.55780445839147,79388,1.0,0.6037267175351309,86.14467752616153,0
2022-02-23,P0060,Clothing,510,584.2853457594331,961,434.87058410807595,222.79333892075232,48574,1.0,0.8004108624936782,99.5198583610161,0
2022-02-24,P0014,Toys,468,100.57196902377733,462,1390.2473403906804,125.09611068938395,44391,1.0,0.5849917487019186,99.55562646053781,0
2022-02-25,P0009,Books,364,878.6862540040765,945,326.0054652450958,965.7935852544417,54664,1.0,0.9970218045616971,97.37539251296334,0
2022-02-26,P0090,Electronics,581,272.944042162819,962,2879.1368216049896,153.4603492316436,68384,1.0,0.45586650018043307,107.75323751403566,0
2022-02-27,P0053,Clothing,614,138.21977206997613,560,1490.7593904152493,157.14930651296234,32027,1.0,0.7488274636039874,86.17221508962422,0
2022-02-28,P0002,Clothing,602,889.8605990702874,803,4140.2205596264575,1021.7621647949185,36464,1.0,0.6672132917419075,92.37455936460421,0
2022-03-01,P0084,Electronics,501,956.0949832474558,381,463.78027764309354,418.7680686614911,35485,1.0,0.991431691558088,100.52917599486135,0
2022-03-02,P0092,Toys,533,863.5063410927961,835,1209.122322273281,44.78262193522236,20456,1.0,0.7132190050771051,94.40491781045026,0
2022-03-03,P0060,Electronics,457,811.4209139776293,589,3678.206120741715,69.85919702594576,75795,1.0,0.1640307314593894,96.43290761823586,0
2022-03-04,P0071,Books,591,658.6895608326315,616,3034.160652279108,177.4671724710435,36554,1.0,0.9555177064172409,99.39748632135826,0
2022-03-05,P0044,Electronics,297,555.348796903048,168,416.00722912092095,262.3648707870219,47922,1.0,0.6677772264457613,106.85964933413626,0
2022-03-06,P0008,Clothing,473,96.11689231229603,216,4398.473340094782,800.8542635321792,14409,1.0,0.05933823080638989,98.99426346450272,0
2022-03-07,P0047,Electronics,383,414.3686809399917,377,4398.58263784828,195.53292576217927,70327,1.0,0.6575683057846125,80.30315543648183,0
2022-03-08,P0035,Toys,552,378.96163184219085,118,1718.9992189912919,149.69827428306982,92400,1.0,0.8831194066747751,93.97202990982287,0
2022-03-09,P0078,Home,541,267.1562459227229,189,1767.988632412867,919.5452166397248,37639,1.0,0.577041861990025,104.95784275300079,0
2022-03-10,P0081,Electronics,759,726.1859125516991,766,4946.238955915852,807.897898361018,64627,1.0,0.3540196380320112,107.62673638766555,0
2022-03-11,P0036,Toys,627,500.9169777279831,369,3168.2632408063773,526.9064719746416,84424,1.0,0.820909634070616,108.17857878176105,0
2022-03-12,P0050,Toys,398,90.23575374857145,777,2703.4509507834896,662.777247604284,20692,1.0,0.7825120082058294,111.01177669962063,0
2022-03-13,P0004,Clothing,570,227.98136993031324,148,4206.945699404429,379.8849522290908,90037,1.0,0.5441821542313008,101.18437277089988,0
2022-03-14,P0002,Toys,466,686.4261760229999,675,1497.9226579508504,583.1405009205499,79840,1.0,0.15436176989590034,102.63164980869647,0
2022-03-15,P0006,Toys,558,85.36955089539718,651,2202.9947076421486,611.953797587433,55200,1.0,0.25098648552318137,89.86091453740418,0
2022-03-16,P0054,Toys,513,852.694844908281,858,1412.1057098928375,469.58682724429036,94063,1.0,0.7384839721861057,78.25424687215455,0
2022-03-17,P0004,Toys,688,500.1950617438346,487,3966.888148284784,1088.634075121218,58415,1.0,0.8060821653949275,85.82417416422102,0
2022-03-18,P0054,Books,527,485.78071155338154,769,2909.411793612568,27.145743057359326,19074,1.0,0.2792652780409898,92.98162448309562,0
2022-03-19,P0093,Books,612,596.4837068129224,373,3328.2428436863456,940.3481456047655,16549,1.0,0.36798507718678664,86.4029544866919,0
2022-03-20,P0063,Clothing,517,826.4341562658976,780,1336.3055242130922,156.2643348396586,30963,1.0,0.07763188524979514,97.07073059939857,0
2022-03-21,P0018,Electronics,527,354.3311158231711,692,1179.103976748844,958.6764537603417,92456,1.0,0.7134619483664998,95.37911739358744,0
2022-03-22,P0090,Toys,403,681.2359910334729,159,2493.0356820163997,742.1670034866517,97362,1.0,0.003577544600031346,109.37827013902057,0
2022-03-23,P0044,Electronics,475,570.0746443558331,350,3714.0721705548513,1013.1874843961916,53265,1.0,0.04654152121906807,90.30863512212132,0
2022-03-24,P0034,Electronics,554,274.3579874677271,911,2673.674811848785,124.23707616394977,17061,1.0,0.004344067784089911,101.40581917183954,0
2022-03-25,P0074,Clothing,589,879.8436864916064,287,259.96381997377614,674.3049158469307,59226,1.0,0.6453195833376167,95.8023230658316,0
2022-03-26,P0062,Toys,530,799.4517613908588,287,4355.902380969415,605.2967532725389,29810,1.0,0.41738712770054653,89.93421433673132,0
2022-03-27,P0100,Toys,488,661.8673163118413,891,416.9657782241447,849.7822740923235,61006,1.0,0.29754676134333025,92.72288546031903,0
2022-03-28,P0014,Home,462,852.0759118032995,225,4783.539970231686,644.8743378572616,23800,1.0,0.9127010103571104,79.48740294919756,0
2022-03-29,P0095,Electronics,673,868.6212589502044,522,223.19559555863634,652.5556040226602,76476,1.0,0.19280279467660666,107.48346826893633,0
2022-03-30,P0048,Electronics,434,711.2793469478844,521,3502.807235040473,520.0783647426691,70460,1.0,0.38936801038140056,114.02261253748024,1
2022-03-31,P0015,Books,512,838.6431950800353,782,502.8146121877301,376.1306334167503,58767,1.0,0.9403118009277517,97.32533882958883,0
2022-04-01,P0072,Home,580,700.4967470525908,272,4562.315239232184,582.8591186126131,29054,1.2,0.4271065628370424,100.29062087394311,0
2022-04-02,P0078,Books,286,683.3393640426974,935,2375.7228575051595,149.2428916519335,76319,1.2,0.5546936856470578,97.04142159594142,0
2022-04-03,P0087,Books,591,622.4252644330325,401,773.8664966033754,1154.123900067837,46397,1.2,0.08033686656948757,91.79908718469936,0
2022-04-04,P0062,Books,462,755.1894731620648,182,1769.9969289702483,859.5776302429051,14233,1.2,0.7901663868934623,107.04902860210876,0
2022-04-05,P0040,Clothing,629,167.01905424014296,968,907.640909199134,1143.3408030919134,91020,1.2,0.42275877708823817,103.19068325151615,0
2022-04-06,P0085,Clothing,578,882.0620516069391,664,935.851366629741,278.2590397373162,26068,1.2,0.8005151245984834,70.87865620620883,0
2022-04-07,P0080,Books,726,873.1250924677797,487,4745.730768840067,1056.1744960504213,66727,1.2,0.25379764255599213,89.65389252590884,0
2022-04-08,P0082,Home,571,38.95481020421356,826,2281.705950195462,972.0776615997379,91610,1.2,0.42247875056141004,79.46938750435974,0
2022-04-09,P0053,Electronics,562,827.558583059115,845,3965.131093136262,815.165675649547,71453,1.2,0.7865489363650103,115.55414345388583,1
2022-04-10,P0024,Home,669,137.58116879871073,123,3234.067249770641,753.0347898135652,26832,1.2,0.9738777670436397,98.2817122755426,1
2022-04-11,P0026,Toys,426,341.7676657165505,984,3414.489175458122,385.327200999301,87242,1.2,0.05962552438726887,102.4070156169628,0
2022-04-12,P0089,Clothing,433,746.0731737286917,625,745.2978485129887,981.1616556783166,14682,1.2,0.8124561774189043,96.46704864919776,0
2022-04-13,P0060,Electronics,576,169.15229708782513,789,1247.5037893958797,605.8064300838427,93298,1.2,0.30068906762711023,111.02696726290087,0
2022-04-14,P0041,Electronics,735,819.7873538778716,413,3955.076642256741,92.50275846241215,24383,1.2,0.5507432808910722,108.60705172594434,0
2022-04-15,P0029,Toys,706,833.8128361781645,979,4856.754411726436,380.93288773931494,59160,1.2,0.2900922649507479,97.84520816979484,0
2022-04-16,P0015,Toys,609,512.3930564232278,724,1387.1106487333934,1122.8741414660306,94332,1.2,0.6134454725679902,117.17993055675225,0
2022-04-17,P0045,Books,851,16.322012999665244,171,1430.6869472800954,1022.0108706409767,24666,1.2,0.35380283064397555,101.85318142232873,0
2022-04-18,P0065,Clothing,640,294.16775184316367,287,2417.1959507734337,1178.4315921072346,59817,1.2,0.3336148909776815,85.39874924861178,0
2022-04-19,P0089,Clothing,657,620.7576491919848,434,4920.817532991646,756.568112064085,92198,1.2,0.037938312935935525,101.0001873751356,0
2022-04-20,P0071,Home,671,981.3743162471492,685,1417.8988345497082,303.03200718337104,35642,1.2,0.14696040590381154,105.17440657726286,0
2022-04-21,P0009,Books,619,635.4953917465017,112,2094.1623572078934,202.07553921482162,42830,1.2,0.9170781988654788,98.66775247451726,0
2022-04-22,P0088,Books,575,267.2055452535182,887,4468.2520765551835,230.80201320528627,11234,1.2,0.9982774288732463,95.88516954757037,0
2022-04-23,P0001,Books,572,637.6656460686153,916,114.31305984467383,31.596424749927227,58616,1.2,0.7805205758696064,117.64361316229969,0
2022-04-24,P0008,Books,532,544.5855259186969,994,294.8532284439908,473.6930762952395,10221,1.2,0.2868126247734868,88.14137541284671,0
2022-04-25,P0088,Clothing,520,782.0469411996322,121,3059.9512176489743,236.18179515545467,12410,1.2,0.40244513844359253,72.3628617489005,0
2022-04-26,P0063,Clothing,294,115.91083243868883,543,4546.16280709295,498.6933088643893,81055,1.2,0.7395034549060827,116.19054030929846,0
2022-04-27,P0011,Books,567,763.4176234770077,221,1270.3976359694454,1122.5133627518085,62413,1.2,0.9685135568831981,87.73952603910352,0
2022-04-28,P0081,Home,532,545.8539128893492,630,2401.2446959354743,521.2039297325705,2051,1.2,0.4554711707293676,97.13381961501786,0
2022-04-29,P0008,Electronics,611,963.3620838204047,38,2307.27997812331,1054.557520405923,76301,1.2,0.8295224152883747,96.2256784493775,0
2022-04-30,P0035,Electronics,458,348.45344437829925,496,2417.5595958679996,729.7616818061248,77918,1.2,0.9750689225987169,112.3174849069852,0
2022-05-01,P0035,Home,640,636.2956742026087,779,3150.3465090757513,302.5808131563792,79116,1.2,0.8734731710560043,114.34856379626868,0
2022-05-02,P0033,Books,607,932.7078244549173,232,2401.7444386543502,432.17887303698,57563,1.2,0.22714974677132693,87.07624545894808,0
2022-05-03,P0005,Clothing,560,111.48463071077246,942,2292.5938924800435,108.03208669914386,98859,1.2,0.008031863875622935,113.569096281854,0
2022-05-04,P0041,Electronics,472,937.8562023640866,529,2424.0132601131763,405.4874115664445,45757,1.2,0.4920817053884151,113.38410316216182,0
2022-05-05,P0028,Toys,696,691.0068650778052,148,2995.2504622281035,815.6288070402126,78475,1.2,0.5313608316952668,100.1935494092497,0
2022-05-06,P0007,Toys,870,77.15868851412019,396,2731.336692921656,93.95642277188674,52257,1.2,0.20125036455116962,109.32542555319858,0
2022-05-07,P0073,Home,807,307.9539312773481,660,4285.266388487471,252.83847890581097,96500,1.2,0.28467439194681765,110.32829953944756,0
2022-05-08,P0072,Books,406,711.0903677588287,637,342.53458211896645,462.67772136466726,1307,1.2,0.7651531608485469,97.47572148774101,0
2022-05-09,P0012,Electronics,342,76.67709545408398,903,4183.253650217761,1178.6030481230273,57889,1.2,0.47034725871313376,98.42433442449678,0
2022-05-10,P0034,Books,319,586.3487555745105,301,4235.230601797448,943.5552929669852,69895,1.2,0.31735408360025663,105.89328047074422,0
2022-05-11,P0033,Electronics,386,352.42422638342714,359,1496.0493055017082,882.3162018185878,96184,1.2,0.6226260273619194,83.71475033364189,0
2022-05-12,P0048,Home,611,624.7063625898023,237,2367.974579577668,146.4996201783316,36944,1.2,0.6527597559761253,96.46193333485411,0
2022-05-13,P0023,Home,586,55.28461347438772,646,2248.838593833434,938.9471051890698,39134,1.2,0.7693957768408022,87.99641253696652,0
2022-05-14,P0062,Toys,547,872.8214380908526,662,1170.6981883352385,944.04042332709,28323,1.2,0.15670929576291914,114.23578202999019,1
2022-05-15,P0088,Books,782,973.7540794856229,235,2044.3045507229506,724.5144131841993,72762,1.2,0.7415172523269903,96.34417375497674,0
2022-05-16,P0037,Toys,629,969.1890767328346,735,317.5000836371867,1188.5112441420592,88225,1.2,0.5994283921104185,102.76373723093353,1
2022-05-17,P0099,Books,440,752.1553134254955,202,1461.3281566304986,395.7026558620659,97507,1.2,0.05757186530279712,97.8158806402749,0
2022-05-18,P0044,Toys,650,138.78537772932566,255,4101.742659708519,1129.9967583042871,26954,1.2,0.7774456282534111,97.16515914541768,0
2022-05-19,P0086,Clothing,717,760.6805639697324,597,1494.355278638198,1098.3594890281522,56021,1.2,0.38308028133318506,102.1096628758662,0
2022-05-20,P0091,Clothing,552,34.341047294213496,661,4109.212676866413,21.68494642125839,90959,1.2,0.33038093432963755,92.69356335197865,0
2022-05-21,P0035,Clothing,468,31.90231601370728,234,2704.837376561711,544.5388995579748,96927,1.2,0.44807515158163436,98.01517648532428,0
2022-05-22,P0065,Clothing,672,330.3741169580458,344,4411.327119069684,1172.7082457974755,80866,1.2,0.34617507730612906,97.94157002764912,0
2022-05-23,P0099,Electronics,355,493.75675850061907,533,2916.419815895634,130.92066399042633,71427,1.2,0.33828559220990906,95.7678470013171,0
2022-05-24,P0047,Clothing,656,772.7033436297153,859,245.3742930172251,660.9593557049168,5992,1.2,0.8080776677006255,103.91056907745248,0
2022-05-25,P0078,Home,533,686.4624228404401,796,3409.559016980737,1174.917348392996,2961,1.2,0.12450525436569226,95.53004067985519,0
2022-05-26,P0003,Home,555,451.44367931298086,780,319.7824833154864,670.1505455341853,13497,1.2,0.9706000678574586,116.11114982411956,0
2022-05-27,P0001,Electronics,472,280.89039961884924,465,2307.9253930173563,234.25984114280993,33551,1.2,0.5549316443743433,106.28964108040527,0
2022-05-28,P0005,Clothing,838,997.153255156134,769,4654.190802918259,701.962410270367,77384,1.2,0.1829239984213129,86.50689945258597,0
2022-05-29,P0090,Clothing,526,431.9194892136132,540,909.4993027554658,251.69316414785985,56755,1.2,0.1312154829316865,105.50877944038622,0
2022-05-30,P0014,Clothing,511,456.87315408637875,212,2010.374529413566,627.4874813702252,14255,1.2,0.5915095321349826,93.10520302492102,1
2022-05-31,P0027,Toys,513,171.9875829797525,462,3676.315513357544,96.25832375151882,5567,1.2,0.632999443846928,101.35690175405453,0
2022-06-01,P0009,Books,547,796.8614532624301,435,4423.066924864754,729.7353417035703,49847,1.2,0.053025771029810764,92.68804559372651,0
2022-06-02,P0079,Toys,438,696.7454035236738,282,3387.6207232382885,624.0136074407645,49003,1.2,0.2430019141287858,78.05596112623823,0
2022-06-03,P0015,Books,552,228.56191666087278,561,1365.0489455367292,890.272351563664,21389,1.2,0.7954619212214673,99.78266507071606,0
2022-06-04,P0090,Clothing,606,91.55723515968427,606,3405.578479289459,759.7949616212718,45523,1.2,0.049624627743525496,85.65584241152041,0
2022-06-05,P0042,Clothing,753,683.694309053966,462,1553.965441410041,663.130672088662,62576,1.2,0.8550886639060361,104.19715388731325,0
2022-06-06,P0077,Toys,469,657.9661021383239,406,3620.303226111803,830.2163883037604,44919,1.2,0.6581624765263335,101.7478482580652,0
2022-06-07,P0051,Toys,560,280.5269317282272,87,4774.762325166699,179.57876097809918,83103,1.2,0.4344232593632048,93.9611545605942,0
2022-06-08,P0063,Books,491,951.3549266279063,43,3634.8279104208127,717.6687162202561,4358,1.2,0.34643284897091586,118.25537038023988,0
2022-06-09,P0096,Home,420,159.54731286309124,460,4328.1144642708205,213.155838564751,89535,1.2,0.019248963848893963,87.6071253269562,0
2022-06-10,P0052,Books,411,438.0114530321759,277,110.30883156182873,1111.222471759442,77524,1.2,0.8252149457518431,93.75662348743833,0
2022-06-11,P0096,Toys,734,944.1797609659229,682,3616.1034111848126,89.45425297596022,98057,1.2,0.1427218539685381,88.79308417616252,0
2022-06-12,P0004,Toys,570,425.53004375686106,420,4164.9790286397265,521.0067016314256,6698,1.2,0.3095419918620881,120.4131603225922,0
2022-06-13,P0094,Electronics,550,642.1406881874447,700,298.737813968939,837.3905933652903,67809,1.2,0.5691069803628038,113.52244141646078,0
2022-06-14,P0023,Toys,524,403.6184539831663,352,4370.82886371233,553.9624763085644,94079,1.2,0.24599260007125423,85.77878135669569,0
2022-06-15,P0015,Electronics,533,281.47305032518335,695,1357.8017187192247,117.77754185361961,56805,1.2,0.49714046375220133,91.74418958346409,0
2022-06-16,P0043,Home,616,984.1378714802299,514,3359.9312996924705,667.6277872230352,32349,1.2,0.8093428287387023,92.08341341544902,0
2022-06-17,P0029,Books,498,415.2406662518926,702,4021.7389072146925,772.8252353222066,77777,1.2,0.47053793479027484,94.49272982237144,0
2022-06-18,P0036,Books,589,895.1582116423431,629,3347.056113990842,846.9204347006852,51248,1.2,0.948977344119596,89.57219346166686,0
2022-06-19,P0013,Electronics,815,237.6550598321753,18,552.1954811589605,452.92569883960863,76033,1.2,0.8475006203763417,93.94248962988712,0
2022-06-20,P0032,Books,537,220.97365698483247,22,3021.975442415805,679.8826854662846,99239,1.2,0.3330392353633942,110.04872269059997,0
2022-06-21,P0071,Toys,477,40.82274205566625,412,2792.9599179385036,545.2182781271845,45041,1.2,0.39996212458393776,119.46912336078988,0
2022-06-22,P0059,Clothing,616,655.1501571221262,29,4511.57421356393,809.0907981926861,32954,1.2,0.42332672702252716,84.55601821122576,1
2022-06-23,P0086,Electronics,724,374.84108028652355,806,2080.774675256625,703.5999050511837,9002,1.2,0.6261794529245147,89.58892876732787,0
2022-06-24,P0028,Books,448,865.7146673412407,107,1673.2973757265456,634.7014137144888,70783,1.2,0.2867957291885398,102.13559444380233,0
2022-06-25,P0066,Electronics,329,478.47780762464157,366,3774.2687457386846,305.4330452711924,88234,1.2,0.9692491388225086,84.19694360383949,0
2022-06-26,P0042,Electronics,547,968.5114936355745,280,2122.1090978086436,10.406073155894829,20738,1.2,0.6086842206035009,102.39432021391225,0
2022-06-27,P0045,Clothing,506,193.67026054608993,127,3265.8712575248087,215.50535697122368,11703,1.2,0.39940165874113354,105.40102787129729,0
2022-06-28,P0062,Toys,711,869.9369362760547,228,3267.605441610574,147.54272137760904,50422,1.2,0.6450098154915673,107.00652550026975,0
2022-06-29,P0057,Electronics,663,778.8308842638243,110,4451.391415364577,543.3090160530485,84106,1.2,0.39540501052970767,105.12144526496236,0
2022-06-30,P0006,Books,568,773.2126261976115,135,3033.592771363577,737.8117157081189,62899,1.2,0.8177956809794189,94.64751452843598,0
2022-07-01,P0028,Home,486,846.3353958357188,361,2560.5526888137356,261.9973303522913,13392,0.9,0.5678409605517213,98.18330438533296,0
2022-07-02,P0028,Electronics,371,763.4137510335689,185,780.4694993429333,1127.356058392887,45724,0.9,0.041970503406067006,88.20472413856704,0
2022-07-03,P0044,Electronics,442,629.9581184151012,655,667.1142727256563,15.96509803487423,33299,0.9,0.17675686742346075,104.64338654637626,0
2022-07-04,P0084,Clothing,396,139.9324289055637,583,856.175669887089,928.5828100770888,16641,0.9,0.8649939730295346,116.03360267135122,0
2022-07-05,P0030,Toys,490,42.200917696339395,128,942.0575585027631,753.2440852802871,80534,0.9,0.5628998263567899,104.62200899067389,0
2022-07-06,P0062,Home,296,921.63936933753,875,3225.597754051806,453.27732284883683,7305,0.9,0.950343476513905,93.04999264172946,0
2022-07-07,P0075,Books,355,620.4838113755306,260,3730.8081263454346,68.18282173959024,99262,0.9,0.07242231286068479,109.94791852699225,0
2022-07-08,P0092,Home,660,798.5719180664146,514,2696.9584623394517,755.963993566861,19782,0.9,0.2952606300859739,123.65646694778937,0
2022-07-09,P0089,Books,266,486.70712799742455,448,4162.186889472906,467.6513073358525,79257,0.9,0.1935433732395726,102.43149771613615,0
2022-07-10,P0062,Toys,369,126.13510707277054,899,4957.189810994802,1124.0304301805572,78963,0.9,0.5538402922287362,105.54472843854668,0
2022-07-11,P0097,Books,430,133.93393428052494,103,4118.061882684844,654.052169268601,21566,0.9,0.38279283107990936,106.77701094066043,0
2022-07-12,P0001,Clothing,732,688.7096343566817,482,3504.9236310122,1128.0646014618617,68766,0.9,0.15727353407639322,83.95542734148262,0
2022-07-13,P0027,Clothing,457,436.00283595046807,223,2709.2142272420183,270.8165626201785,7511,0.9,0.6427519139595469,95.88877827314715,0
2022-07-14,P0062,Clothing,484,208.51947943333334,831,2299.38005120607,873.0652851540111,27177,0.9,0.5362983657971865,94.86133578469527,0
2022-07-15,P0077,Clothing,427,496.6786012740225,873,513.5226646682574,743.760832851681,5765,0.9,0.27473625129630097,108.34866648895948,0
2022-07-16,P0003,Home,476,73.56684770438275,865,2056.9068671339855,889.3746099589237,21354,0.9,0.4797713577823778,107.18369307894082,0
2022-07-17,P0070,Toys,435,586.1516878952548,490,4559.659720232457,263.8840938552638,24929,0.9,0.7457383150411895,98.79263257267053,0
2022-07-18,P0072,Books,344,276.30347039074667,472,4059.3108865421095,800.6734633554263,29820,0.9,0.20527167455065853,94.26121940991284,0
2022-07-19,P0027,Books,597,799.5835096308163,9,1158.6516885572673,601.6641485237878,30523,0.9,0.2929057467017291,83.13404040293216,0
