date,product_id,category,sales,price,inventory_level,marketing_spend,competitor_price,website_traffic,seasonal_factor,market_sentiment,economic_indicator,is_holiday,month,day_of_week,price_difference,price_ratio,inventory_turnover
2022-01-28,P0022,Clothing,510,239.35498436960896,210,1959.5642265361207,1199.4563511131605,83806,1.0,0.7930081591225383,103.30617495602937,0,1,4,-960.1013667435516,0.19955289256459774,2.4285714285714284
2022-01-29,P0089,Electronics,588,943.3044563937744,390,1210.9788763252022,491.6553929891527,94185,1.0,0.92243561100377,108.09768308345473,0,1,5,451.64906340462176,1.9186293282754379,1.5076923076923077
2022-01-30,P0049,Electronics,477,653.1501825024447,498,1969.8985053492804,270.82221414941483,77533,1.0,0.6662701369208477,108.166121536347,0,1,6,382.3279683530299,2.4117304577611067,0.9578313253012049
2022-01-31,P0091,Electronics,343,611.6594269300705,539,731.3586888012486,916.8795982948592,57830,1.0,0.2356440394214218,109.8994671217863,0,1,0,-305.2201713647887,0.6671098670617023,0.6363636363636364
2022-02-01,P0059,Toys,357,517.5616259063436,562,2122.529533403528,654.6254361274861,75640,1.0,0.8945232369109726,100.4521076755748,0,2,1,-137.0638102211425,0.7906225412932935,0.6352313167259787
2022-02-02,P0042,Home,475,238.3631136005811,490,4031.5362128803945,186.32492783612744,53509,1.0,0.1842650761707437,107.79076427393656,0,2,2,52.03818576445366,1.2792872986389732,0.9693877551020408
2022-02-03,P0092,Toys,546,184.7627516854532,441,2447.443309206421,461.782099943752,67406,1.0,0.2130605510175355,101.64401746156312,0,2,3,-277.0193482582988,0.40010808497765177,1.2380952380952381
2022-02-04,P0060,Home,705,228.2813469794736,260,188.20043583155345,502.0479009228972,95220,1.0,0.2710629901403637,103.91320171935226,0,2,4,-273.7665539434236,0.45470033150189837,2.7115384615384617
2022-02-06,P0015,Toys,537,781.7886288310858,349,233.1575788451364,32.64027171915012,50649,1.0,0.5144796421310306,102.41600523585666,0,2,6,749.1483571119356,23.951658109892776,1.5386819484240688
2022-02-07,P0062,Clothing,548,356.6240065750628,351,4834.592712463311,328.6714189835861,35524,1.0,0.7134573604340441,85.02240067196634,0,2,0,27.952587591476743,1.0850472112175737,1.5612535612535612
2022-02-08,P0062,Toys,285,67.2642497977624,519,724.524401172058,624.9747911681022,97493,1.0,0.9262081744006836,98.0258082248236,0,2,1,-557.7105413703398,0.10762714072361687,0.5491329479768786
2022-02-09,P0047,Books,585,969.4116038394033,319,3567.672799020032,328.46531700378927,34885,1.0,0.0884375873355024,96.89474244357729,0,2,2,640.946286835614,2.951336271001848,1.8338557993730407
2022-02-10,P0062,Clothing,401,884.9480261137915,137,4866.60398217122,757.0933845234467,45369,1.0,0.954369362228236,97.35206398245386,0,2,3,127.85464159034473,1.1688756555055926,2.927007299270073
2022-02-11,P0051,Toys,533,928.4747603632608,549,4147.591353166203,582.3860352953429,96402,1.0,0.9213229670968134,109.53442426252964,0,2,4,346.08872506791784,1.594259999542069,0.970856102003643
2022-02-12,P0055,Electronics,603,994.9587444199708,622,3526.645338118398,439.1586237926201,31676,1.0,0.0539992921810389,111.3059139766403,0,2,5,555.8001206273507,2.265602200470077,0.9694533762057878
2022-02-13,P0064,Books,441,182.1562967272924,991,4213.358456553758,1139.4566832296505,65093,1.0,0.3603211376915627,98.94364757302604,0,2,6,-957.300386502358,0.15986241461236833,0.4450050454086781
2022-02-14,P0003,Books,405,402.27959871363214,367,4910.813596977076,761.5341230302572,48764,1.0,0.8131433902993365,86.08125651481078,0,2,0,-359.25452431662507,0.5282489471553842,1.103542234332425
2022-02-15,P0051,Books,225,760.6560909470504,219,3144.588036542295,162.89011574338593,51799,1.0,0.6115765454794011,100.99095575183108,0,2,1,597.7659752036645,4.669749833963983,1.0273972602739727
2022-02-16,P0007,Clothing,651,699.0604118732543,336,2840.0055534637,675.6293033525275,80414,1.0,0.7790939433817704,94.56611257904332,0,2,2,23.431108520726866,1.0346804207639602,1.9375
2022-02-17,P0021,Toys,416,162.3569472764565,222,3178.366741270079,938.632369015474,94095,1.0,0.7190333387898875,102.1040471397132,0,2,3,-776.2754217390175,0.1729718179725165,1.8738738738738738
2022-02-18,P0073,Toys,680,817.6747937407116,647,2710.1118451316192,852.5197194114144,73307,1.0,0.4967701131271635,98.79038107810088,0,2,4,-34.844925670702764,0.9591271323380532,1.0510046367851622
2022-02-19,P0039,Electronics,435,232.1961661182941,767,3211.936618957622,213.1303613199492,83062,1.0,0.0412180459516995,112.16357618401086,0,2,5,19.065804798344885,1.0894560712995907,0.5671447196870926
2022-02-20,P0018,Electronics,653,231.57943867439684,359,2304.2268190655404,1167.1246388558031,96432,1.0,0.584268202064501,102.74808046463896,0,2,6,-935.5452001814062,0.19841877290965854,1.818941504178273
2022-02-21,P0004,Books,352,541.6046786644795,920,1170.3715961282048,542.9858657299543,32923,1.0,0.0485666530592959,94.59808355778505,0,2,0,-1.381187065474819,0.9974563111995226,0.3826086956521739
2022-02-22,P0089,Electronics,289,597.0105354932862,328,689.2114099072106,197.55780445839147,79388,1.0,0.6037267175351309,86.14467752616153,0,2,1,399.45273103489467,3.0219536865678482,0.8810975609756098
2022-02-23,P0060,Clothing,510,584.2853457594331,961,434.870584108076,222.79333892075232,48574,1.0,0.8004108624936782,99.5198583610161,0,2,2,361.49200683868077,2.6225440517647773,0.5306971904266389
2022-02-24,P0014,Toys,468,100.57196902377731,462,1390.2473403906804,125.09611068938396,44391,1.0,0.5849917487019186,99.5556264605378,0,2,3,-24.52414166560665,0.8039576008362037,1.0129870129870129
2022-02-25,P0009,Books,364,878.6862540040765,945,326.0054652450958,965.7935852544416,54664,1.0,0.9970218045616972,97.37539251296334,0,2,4,-87.10733125036506,0.9098075069245606,0.3851851851851852
2022-02-26,P0090,Electronics,581,272.944042162819,962,2879.1368216049896,153.4603492316436,68384,1.0,0.455866500180433,107.75323751403566,0,2,5,119.48369293117543,1.7785965138839774,0.603950103950104
2022-02-27,P0053,Clothing,614,138.21977206997613,560,1490.7593904152493,157.14930651296234,32027,1.0,0.7488274636039874,86.17221508962422,0,2,6,-18.92953444298621,0.8795442699492612,1.0964285714285715
2022-02-28,P0002,Clothing,602,889.8605990702874,803,4140.2205596264575,1021.7621647949184,36464,1.0,0.6672132917419075,92.3745593646042,0,2,0,-131.90156572463093,0.8709077608573367,0.7496886674968867
2022-03-01,P0084,Electronics,501,956.0949832474558,381,463.7802776430936,418.7680686614911,35485,1.0,0.991431691558088,100.52917599486136,0,3,1,537.3269145859647,2.2831133861362054,1.31496062992126
2022-03-02,P0092,Toys,533,863.5063410927961,835,1209.122322273281,44.78262193522236,20456,1.0,0.7132190050771051,94.40491781045026,0,3,2,818.7237191575738,19.28217473156998,0.6383233532934132
2022-03-03,P0060,Electronics,457,811.4209139776293,589,3678.206120741715,69.85919702594576,75795,1.0,0.1640307314593894,96.43290761823586,0,3,3,741.5617169516836,11.615090761439284,0.7758913412563667
2022-03-04,P0071,Books,591,658.6895608326315,616,3034.160652279108,177.4671724710435,36554,1.0,0.9555177064172408,99.39748632135826,0,3,4,481.222388361588,3.7116135432884456,0.9594155844155844
2022-03-05,P0044,Electronics,297,555.348796903048,168,416.00722912092095,262.3648707870219,47922,1.0,0.6677772264457613,106.85964933413626,0,3,5,292.98392611602605,2.1167040969972675,1.7678571428571428
2022-03-06,P0008,Clothing,473,96.11689231229605,216,4398.473340094782,800.8542635321792,14409,1.0,0.0593382308063898,98.99426346450272,0,3,6,-704.7373712198831,0.12001795668586582,2.189814814814815
2022-03-07,P0047,Electronics,383,414.3686809399917,377,4398.58263784828,195.53292576217927,70327,1.0,0.6575683057846125,80.30315543648183,0,3,0,218.83575517781242,2.1191759869842874,1.0159151193633953
2022-03-08,P0035,Toys,552,378.96163184219085,118,1718.999218991292,149.69827428306982,92400,1.0,0.8831194066747751,93.97202990982288,0,3,1,229.26335755912103,2.531503009350654,4.677966101694915
2022-03-09,P0078,Home,541,267.1562459227229,189,1767.988632412867,919.5452166397248,37639,1.0,0.577041861990025,104.9578427530008,0,3,2,-652.3889707170019,0.29053084186440176,2.8624338624338623
2022-03-10,P0081,Electronics,759,726.1859125516991,766,4946.238955915852,807.897898361018,64627,1.0,0.3540196380320112,107.62673638766556,0,3,3,-81.71198580931889,0.8988585241091877,0.9908616187989556
2022-03-11,P0036,Toys,627,500.9169777279831,369,3168.2632408063773,526.9064719746416,84424,1.0,0.820909634070616,108.17857878176105,0,3,4,-25.989494246658467,0.950675317861897,1.6991869918699187
2022-03-12,P0050,Toys,398,90.23575374857144,777,2703.4509507834896,662.777247604284,20692,1.0,0.7825120082058294,111.01177669962064,0,3,5,-572.5414938557125,0.13614793518447296,0.5122265122265123
2022-03-13,P0004,Clothing,570,227.98136993031324,148,4206.945699404429,379.8849522290908,90037,1.0,0.5441821542313008,101.18437277089988,0,3,6,-151.90358229877756,0.6001326680421613,3.8513513513513513
2022-03-14,P0002,Toys,466,686.4261760229999,675,1497.9226579508504,583.1405009205499,79840,1.0,0.1543617698959003,102.63164980869648,0,3,0,103.28567510245,1.177119707753796,0.6903703703703704
2022-03-15,P0006,Toys,558,85.36955089539718,651,2202.994707642149,611.953797587433,55200,1.0,0.2509864855231813,89.86091453740418,0,3,1,-526.5842466920358,0.13950326189976783,0.8571428571428571
2022-03-16,P0054,Toys,513,852.694844908281,858,1412.1057098928377,469.5868272442904,94063,1.0,0.7384839721861057,78.25424687215455,0,3,2,383.10801766399055,1.8158406399775104,0.5979020979020979
2022-03-17,P0004,Toys,688,500.1950617438346,487,3966.888148284784,1088.634075121218,58415,1.0,0.8060821653949275,85.82417416422102,0,3,3,-588.4390133773835,0.4594703336730834,1.4127310061601643
2022-03-18,P0054,Books,527,485.7807115533816,769,2909.411793612568,27.14574305735933,19074,1.0,0.2792652780409898,92.98162448309562,0,3,4,458.6349684960223,17.895281426885987,0.6853055916775033
2022-03-19,P0093,Books,612,596.4837068129224,373,3328.2428436863456,940.3481456047656,16549,1.0,0.3679850771867866,86.4029544866919,0,3,5,-343.8644387918432,0.6343222024746017,1.6407506702412868
2022-03-20,P0063,Clothing,517,826.4341562658976,780,1336.3055242130922,156.2643348396586,30963,1.0,0.0776318852497951,97.07073059939856,0,3,6,670.169821426239,5.288693399641666,0.6628205128205128
2022-03-21,P0018,Electronics,527,354.3311158231711,692,1179.103976748844,958.6764537603416,92456,1.0,0.7134619483664998,95.37911739358744,0,3,0,-604.3453379371705,0.36960448379985966,0.7615606936416185
2022-03-22,P0090,Toys,403,681.2359910334729,159,2493.0356820164,742.1670034866517,97362,1.0,0.0035775446000313,109.37827013902056,0,3,1,-60.93101245317871,0.9179012106885258,2.5345911949685536
2022-03-23,P0044,Electronics,475,570.0746443558331,350,3714.0721705548513,1013.1874843961916,53265,1.0,0.046541521219068,90.30863512212132,0,3,2,-443.1128400403585,0.562654645004393,1.3571428571428572
2022-03-24,P0034,Electronics,554,274.3579874677271,911,2673.674811848785,124.23707616394977,17061,1.0,0.0043440677840899,101.40581917183954,0,3,3,150.12091130377735,2.2083422754224347,0.6081229418221734
2022-03-25,P0074,Clothing,589,879.8436864916064,287,259.96381997377614,674.3049158469307,59226,1.0,0.6453195833376167,95.8023230658316,0,3,4,205.53877064467565,1.3048157677843975,2.052264808362369
2022-03-26,P0062,Toys,530,799.4517613908588,287,4355.902380969415,605.2967532725389,29810,1.0,0.4173871277005465,89.93421433673132,0,3,5,194.15500811831987,1.3207600355835716,1.8466898954703832
2022-03-27,P0100,Toys,488,661.8673163118413,891,416.9657782241447,849.7822740923235,61006,1.0,0.2975467613433302,92.72288546031903,0,3,6,-187.91495778048227,0.7788669362617624,0.547699214365881
2022-03-28,P0014,Home,462,852.0759118032995,225,4783.539970231686,644.8743378572616,23800,1.0,0.9127010103571104,79.48740294919756,0,3,0,207.2015739460379,1.3213053486273174,2.0533333333333332
2022-03-29,P0095,Electronics,673,868.6212589502044,522,223.19559555863637,652.5556040226602,76476,1.0,0.1928027946766066,107.48346826893632,0,3,1,216.0656549275442,1.3311068874370455,1.289272030651341
2022-03-30,P0048,Electronics,434,711.2793469478844,521,3502.807235040473,520.0783647426691,70460,1.0,0.3893680103814005,114.02261253748024,1,3,2,191.20098220521527,1.367638792857342,0.8330134357005758
2022-03-31,P0015,Books,512,838.6431950800353,782,502.8146121877301,376.1306334167503,58767,1.0,0.9403118009277516,97.32533882958884,0,3,3,462.512561663285,2.2296593804706784,0.6547314578005116
2022-04-01,P0072,Home,580,700.4967470525908,272,4562.315239232184,582.8591186126131,29054,1.2,0.4271065628370424,100.29062087394313,0,4,4,117.63762843997768,1.2018285803265667,2.1323529411764706
2022-04-02,P0078,Books,286,683.3393640426974,935,2375.7228575051595,149.2428916519335,76319,1.2,0.5546936856470578,97.04142159594142,0,4,5,534.0964723907639,4.578706271896632,0.3058823529411765
2022-04-03,P0087,Books,591,622.4252644330325,401,773.8664966033754,1154.123900067837,46397,1.2,0.0803368665694875,91.79908718469936,0,4,6,-531.6986356348045,0.5393054111403877,1.4738154613466334
2022-04-04,P0062,Books,462,755.1894731620648,182,1769.9969289702483,859.5776302429051,14233,1.2,0.7901663868934623,107.04902860210876,0,4,0,-104.3881570808403,0.8785587788605648,2.5384615384615383
2022-04-05,P0040,Clothing,629,167.01905424014296,968,907.640909199134,1143.3408030919134,91020,1.2,0.4227587770882381,103.19068325151616,0,4,1,-976.3217488517704,0.1460798510719435,0.6497933884297521
2022-04-07,P0080,Books,726,873.1250924677797,487,4745.730768840067,1056.174496050421,66727,1.2,0.2537976425559921,89.65389252590884,0,4,3,-183.0494035826414,0.8266864005264688,1.4907597535934292
2022-04-08,P0082,Home,571,38.95481020421356,826,2281.705950195462,972.077661599738,91610,1.2,0.42247875056141,79.46938750435974,0,4,4,-933.1228513955244,0.04007376338646239,0.6912832929782082
2022-04-09,P0053,Electronics,562,827.558583059115,845,3965.131093136262,815.165675649547,71453,1.2,0.7865489363650103,115.55414345388584,1,4,5,12.39290740956801,1.0152029308639534,0.6650887573964497
2022-04-10,P0024,Home,669,137.5811687987107,123,3234.067249770641,753.0347898135652,26832,1.2,0.9738777670436396,98.2817122755426,1,4,6,-615.4536210148545,0.1827022743966089,5.439024390243903
2022-04-11,P0026,Toys,426,341.7676657165505,984,3414.489175458122,385.327200999301,87242,1.2,0.0596255243872688,102.4070156169628,0,4,0,-43.55953528275052,0.8869544242664832,0.4329268292682927
2022-04-12,P0089,Clothing,433,746.0731737286917,625,745.2978485129887,981.1616556783166,14682,1.2,0.8124561774189043,96.46704864919776,0,4,1,-235.0884819496249,0.7603978094852283,0.6928
2022-04-13,P0060,Electronics,576,169.15229708782513,789,1247.5037893958795,605.8064300838427,93298,1.2,0.3006890676271102,111.02696726290088,0,4,2,-436.65413299601755,0.2792183916971874,0.7300380228136882
2022-04-14,P0041,Electronics,735,819.7873538778716,413,3955.076642256741,92.50275846241216,24383,1.2,0.5507432808910722,108.60705172594434,0,4,3,727.2845954154594,8.862301703262032,1.7796610169491525
2022-04-15,P0029,Toys,706,833.8128361781645,979,4856.754411726436,380.9328877393149,59160,1.2,0.2900922649507479,97.84520816979484,0,4,4,452.8799484388496,2.188870698790309,0.7211440245148111
2022-04-16,P0015,Toys,609,512.3930564232278,724,1387.1106487333934,1122.8741414660306,94332,1.2,0.6134454725679902,117.17993055675224,0,4,5,-610.4810850428028,0.4563227858771818,0.8411602209944752
2022-04-17,P0045,Books,851,16.322012999665244,171,1430.6869472800954,1022.0108706409768,24666,1.2,0.3538028306439755,101.85318142232872,0,4,6,-1005.6888576413115,0.015970488640134062,4.976608187134503
2022-04-18,P0065,Clothing,640,294.16775184316367,287,2417.1959507734337,1178.4315921072346,59817,1.2,0.3336148909776815,85.39874924861178,0,4,0,-884.263840264071,0.24962649831641232,2.229965156794425
2022-04-19,P0089,Clothing,657,620.7576491919848,434,4920.817532991646,756.568112064085,92198,1.2,0.0379383129359355,101.0001873751356,0,4,1,-135.81046287210017,0.8204914260771853,1.5138248847926268
2022-04-20,P0071,Home,671,981.3743162471492,685,1417.8988345497082,303.03200718337104,35642,1.2,0.1469604059038115,105.17440657726286,0,4,2,678.3423090637782,3.2385170311507685,0.9795620437956204
2022-04-21,P0009,Books,619,635.4953917465017,112,2094.1623572078934,202.0755392148216,42830,1.2,0.9170781988654788,98.66775247451726,0,4,3,433.41985253168014,3.144840757153304,5.526785714285714
2022-04-22,P0088,Books,575,267.2055452535182,887,4468.252076555184,230.80201320528627,11234,1.2,0.9982774288732464,95.88516954757036,0,4,4,36.40353204823194,1.1577262327250712,0.6482525366403608
2022-04-23,P0001,Books,572,637.6656460686153,916,114.31305984467384,31.596424749927227,58616,1.2,0.7805205758696064,117.64361316229969,0,4,5,606.069221318688,20.181575957263455,0.6244541484716157
2022-04-24,P0008,Books,532,544.5855259186969,994,294.8532284439908,473.6930762952395,10221,1.2,0.2868126247734868,88.14137541284671,0,4,6,70.89244962345742,1.1496590369821496,0.5352112676056338
2022-04-26,P0063,Clothing,294,115.91083243868884,543,4546.16280709295,498.6933088643893,81055,1.2,0.7395034549060827,116.19054030929846,0,4,1,-382.78247642570045,0.23242909094296416,0.5414364640883977
2022-04-27,P0011,Books,567,763.4176234770077,221,1270.3976359694454,1122.5133627518085,62413,1.2,0.968513556883198,87.73952603910352,0,4,2,-359.09573927480074,0.6800966908808211,2.565610859728507
2022-04-28,P0081,Home,532,545.8539128893492,630,2401.2446959354743,521.2039297325705,2051,1.2,0.4554711707293676,97.13381961501786,0,4,3,24.649983156778717,1.0472943156231125,0.8444444444444444
2022-04-29,P0008,Electronics,611,963.3620838204048,38,2307.27997812331,1054.557520405923,76301,1.2,0.8295224152883747,96.2256784493775,0,4,4,-91.19543658551822,0.9135225582096128,16.07894736842105
2022-04-30,P0035,Electronics,458,348.45344437829925,496,2417.559595868,729.7616818061248,77918,1.2,0.9750689225987168,112.3174849069852,0,4,5,-381.30823742782553,0.47748936819468774,0.9233870967741935
2022-05-01,P0035,Home,640,636.2956742026087,779,3150.346509075752,302.5808131563792,79116,1.2,0.8734731710560043,114.34856379626868,0,5,6,333.7148610462295,2.1028949838724893,0.8215661103979461
2022-05-02,P0033,Books,607,932.7078244549172,232,2401.7444386543502,432.17887303698,57563,1.2,0.2271497467713269,87.07624545894808,0,5,0,500.52895141793715,2.15815228981614,2.6163793103448274
2022-05-03,P0005,Clothing,560,111.48463071077246,942,2292.5938924800435,108.03208669914386,98859,1.2,0.0080318638756229,113.569096281854,0,5,1,3.4525440116286035,1.0319585052656024,0.5944798301486199
2022-05-04,P0041,Electronics,472,937.8562023640866,529,2424.0132601131763,405.4874115664445,45757,1.2,0.4920817053884151,113.38410316216182,0,5,2,532.3687907976421,2.3129107725959734,0.8922495274102079
2022-05-05,P0028,Toys,696,691.0068650778052,148,2995.2504622281035,815.6288070402126,78475,1.2,0.5313608316952668,100.1935494092497,0,5,3,-124.62194196240739,0.8472075276317904,4.702702702702703
2022-05-06,P0007,Toys,870,77.15868851412019,396,2731.336692921656,93.95642277188674,52257,1.2,0.2012503645511696,109.32542555319858,0,5,4,-16.79773425776655,0.8212178181948334,2.196969696969697
2022-05-07,P0073,Home,807,307.9539312773481,660,4285.266388487471,252.83847890581097,96500,1.2,0.2846743919468176,110.32829953944756,0,5,5,55.11545237153712,1.2179868056873933,1.2227272727272727
2022-05-08,P0072,Books,406,711.0903677588287,637,342.53458211896645,462.67772136466726,1307,1.2,0.7651531608485469,97.475721487741,0,5,6,248.41264639416147,1.5369021133359713,0.6373626373626373
2022-05-09,P0012,Electronics,342,76.67709545408398,903,4183.253650217761,1178.6030481230273,57889,1.2,0.4703472587131337,98.42433442449678,0,5,0,-1101.9259526689434,0.06505760830688105,0.3787375415282392
2022-05-10,P0034,Books,319,586.3487555745105,301,4235.230601797448,943.5552929669852,69895,1.2,0.3173540836002566,105.89328047074422,0,5,1,-357.20653739247473,0.6214249021175559,1.0598006644518272
2022-05-11,P0033,Electronics,386,352.42422638342714,359,1496.0493055017082,882.3162018185878,96184,1.2,0.6226260273619194,83.71475033364189,0,5,2,-529.8919754351607,0.39943075470792355,1.075208913649025
2022-05-12,P0048,Home,611,624.7063625898023,237,2367.974579577668,146.4996201783316,36944,1.2,0.6527597559761253,96.46193333485412,0,5,3,478.2067424114707,4.2642183087530015,2.5780590717299576
2022-05-13,P0023,Home,586,55.28461347438772,646,2248.838593833434,938.9471051890698,39134,1.2,0.7693957768408022,87.99641253696652,0,5,4,-883.6624917146821,0.058879369422258784,0.9071207430340558
2022-05-14,P0062,Toys,547,872.8214380908526,662,1170.6981883352385,944.04042332709,28323,1.2,0.1567092957629191,114.2357820299902,1,5,5,-71.21898523623747,0.9245593901739506,0.8262839879154078
2022-05-15,P0088,Books,782,973.7540794856228,235,2044.3045507229504,724.5144131841993,72762,1.2,0.7415172523269903,96.34417375497674,0,5,6,249.23966630142354,1.3440092588441817,3.3276595744680852
2022-05-16,P0037,Toys,629,969.1890767328346,735,317.5000836371867,1188.5112441420592,88225,1.2,0.5994283921104185,102.76373723093351,1,5,0,-219.32216740922468,0.8154647938837593,0.85578231292517
2022-05-17,P0099,Books,440,752.1553134254955,202,1461.3281566304986,395.7026558620659,97507,1.2,0.0575718653027971,97.8158806402749,0,5,1,356.45265756342957,1.900809363502685,2.1782178217821784
2022-05-18,P0044,Toys,650,138.78537772932566,255,4101.742659708519,1129.9967583042871,26954,1.2,0.7774456282534111,97.16515914541768,0,5,2,-991.2113805749615,0.12281927068321141,2.549019607843137
2022-05-19,P0086,Clothing,717,760.6805639697324,597,1494.355278638198,1098.3594890281522,56021,1.2,0.383080281333185,102.1096628758662,0,5,3,-337.67892505841985,0.6925606521074407,1.2010050251256281
2022-05-20,P0091,Clothing,552,34.341047294213496,661,4109.212676866413,21.68494642125839,90959,1.2,0.3303809343296375,92.69356335197864,0,5,4,12.656100872955108,1.5836353305695956,0.8350983358547656
2022-05-21,P0035,Clothing,468,31.90231601370728,234,2704.837376561711,544.5388995579748,96927,1.2,0.4480751515816343,98.01517648532428,0,5,5,-512.6365835442675,0.05858592662453268,2.0
2022-05-22,P0065,Clothing,672,330.3741169580458,344,4411.327119069684,1172.7082457974757,80866,1.2,0.346175077306129,97.94157002764912,0,5,6,-842.3341288394299,0.28171893405028614,1.9534883720930232
